"V1","Gene","A_1","B_1","vehicle_1","C_1","A_2","C_2","vehicle_2","C_3","B_2","A_3","B_3","vehicle_3"
378,"MIR4445",2395,856,1099,1975,2860,1747,2120,1074,946,1423,759,2649
379,"STAG3",165,234,223,137,208,124,188,142,195,176,180,142
380,"RNU6-1079P",12,25,430,430,31,209,596,13,65,19,174,538
381,"RFTN1P1",164,116,113,118,230,72,78,74,126,137,108,100
382,"MIR3147",460,270,237,306,526,293,337,346,355,390,262,356
383,"RNU6-742P",2617,1375,1478,2430,3260,1805,2604,2145,1734,1852,1203,2775
384,"CSN1S1",1749,3100,694,1055,2545,634,886,696,2408,1878,2204,904
385,"MYBBP1A",987,710,769,926,1281,708,815,620,745,809,602,838
386,"PLAGL1",618,626,499,584,545,392,395,371,692,384,713,470
387,"RNU6-278P",548,141,559,573,703,587,1041,318,129,331,75,946
388,"C12orf60",7,49,1,13,9,7,7,6,33,16,47,2
389,"OR4F21",51,106,28,20,40,17,22,23,69,31,58,10
390,"MIR548AA2",770,176,148,1300,681,378,103,534,199,583,214,171
391,"OR7E99P",883,46,576,593,999,284,830,354,215,580,78,810
392,"PSMB6",7,7,4,5,20,6,5,5,5,9,6,7
393,"RNY3P9",294,231,26,48,396,34,57,3,817,277,576,49
394,"QPCTL",8222,6404,3716,5982,8431,4049,4521,3404,5919,6618,4836,4938
395,"LEAP2",360,28,338,311,682,256,453,146,84,259,22,348
396,"MIR4269",0,2,0,3,0,0,2,0,0,0,0,0
397,"CLVS2",1054,566,775,1148,1657,1014,1608,590,890,1093,660,1579
398,"TMEM69",15,0,17,12,16,9,9,8,2,2,0,4
399,"RNU6-236P",0,0,0,0,0,0,0,0,0,1,0,0
400,"TLR9",10828,5566,6560,8857,14088,7810,8912,5770,6926,8029,4839,9185
401,"ZNF346-IT1",30,0,68,25,46,35,55,32,17,16,7,45
402,"LIPJ",1421,1395,222,605,2128,904,701,305,1372,1108,1017,852
403,"FAM217A",0,0,0,0,2,0,0,0,12,8,0,3
404,"MIR374A",0,0,0,0,0,0,0,0,0,0,0,0
405,"MIR495",2,0,2,10,2,0,0,0,1,0,2,0
406,"ERVV-2",1,0,3,6,0,8,2,0,0,0,3,0
407,"EVI2A",1,2,2,2,6,0,0,3,1,1,5,6
408,"CDH20",3946,1446,2710,2767,4603,2266,3431,2655,1991,3154,1505,2964
409,"HUNK-AS1",4,0,2,1,1,0,0,1,0,0,0,0
410,"RNU6-62P",1,0,0,0,2,1,2,0,0,0,0,0
411,"HOTAIRM1",0,0,0,0,2,2,4,0,0,1,0,2
412,"KCNC1",0,0,0,0,0,0,0,0,0,0,0,0
413,"PAICSP1",1,0,0,0,1,0,0,0,3,11,13,0
414,"DYNLRB1",26,114,9,8,69,6,11,21,60,69,111,19
415,"BTF3L4",5559,12081,3876,6325,6873,3518,5340,5254,4720,4552,5886,4655
416,"FAM167A",0,0,0,6,0,0,0,0,1,0,0,0
417,"FOXQ1",4,7,4,0,1,2,3,4,9,6,9,3
418,"ATG16L2",0,0,0,1,0,0,0,0,0,0,0,0
419,"KDM6A",11324,8005,9375,10307,17361,8596,10114,7543,9436,8764,6296,10212
420,"TSEN15P2",0,0,0,0,0,0,0,0,0,0,0,0
421,"RNA5SP324",0,0,1,1,5,0,0,0,1,4,0,1
422,"LRRC7",3328,1915,2190,2499,4493,2231,2634,1789,2253,2456,1560,2581
423,"OR4F14P",877,2788,785,1631,716,1978,334,2738,1503,316,1480,483
424,"EIF3EP2",48,85,103,64,47,118,25,51,81,63,35,35
425,"CRYAB",1518,562,958,1351,1773,1011,1565,1382,725,1201,433,1349
426,"LINC01033",910,3048,3821,3016,6961,3822,1279,1384,1638,464,2758,1625
427,"MYADM",3906,3486,3607,4985,5701,3981,3327,3963,3743,3963,2224,4552
428,"GRM8",123,55,358,124,154,87,139,117,163,117,95,140
429,"AQR",10710,4050,7139,8855,14025,6799,8292,4852,5008,7151,3166,8628
430,"DEGS2",2726,573,1738,2461,3223,1934,2202,1272,857,1453,475,2343
431,"GBP2",1155,479,1438,1503,1519,888,1648,1327,583,948,464,1457
432,"ZNF224",162,80,195,172,199,78,302,521,72,120,34,271
433,"NMNAT1P1",94,40,78,140,74,88,156,127,101,54,59,167
434,"FAM174A",0,0,0,0,0,0,0,0,0,0,0,0
435,"RPL30P1",96,0,203,149,177,167,85,161,23,61,3,153
436,"PADI6",0,1,2,1,0,0,0,0,1,0,0,0
437,"EIF3J",1075,845,904,816,1365,629,970,676,1057,1077,794,815
438,"IGHD4-23",2,0,0,0,0,2,0,0,2,0,0,2
439,"LINC00582",309,80,204,171,324,164,314,188,90,300,133,304
440,"RNU7-191P",264,184,138,214,362,243,191,233,196,189,137,209
441,"MIR520G",1681,990,1060,1521,2183,1082,1349,1490,1217,1299,948,1497
442,"FAM26D",94,92,88,81,160,74,100,68,76,79,84,58
443,"TRMT6",2,3,1,1,1,0,0,4,1,0,0,0
444,"MT-TP",6,1,46,17,11,15,12,3,6,1,1,32
445,"GANC",3,0,19,36,39,29,14,13,9,2,0,8
446,"HMGN2P4",1,2,1,14,3,13,5,10,1,8,0,5
447,"YBX1P8",17,0,2,1,36,5,9,4,10,5,0,14
448,"MRPL43",829,1009,1070,861,1111,833,938,941,1184,488,1175,831
449,"IGFL4",12,95,1,51,44,14,8,30,16,11,62,10
450,"TRABD",44,56,20,94,84,84,50,126,66,51,26,49
451,"IGHVIII-26-1",0,0,1,0,2,0,0,0,1,0,0,0
452,"PIR",4615,3333,5012,7286,6020,5414,6109,3875,4302,3338,3326,6617
453,"TMPRSS4",528,250,404,360,537,170,403,304,321,497,221,398
454,"EPHX3",8147,8015,10376,10021,10177,10242,11224,8775,10176,5102,9592,10580
455,"SSC5D",1779,801,1265,1275,1783,1086,1300,1414,896,1345,715,1677
456,"MTND1P27",4452,1236,2844,3875,5500,2773,3534,2483,1819,2939,1100,3699
457,"RNA5SP491",1048,1202,656,843,1375,638,779,766,1263,1031,1195,843
458,"IRX3",2,0,0,1,0,0,0,1,0,0,0,0
459,"TBX4",21,146,29,8,22,26,26,10,77,16,39,17
460,"MIR3657",465,176,410,575,851,327,398,315,235,375,127,439
461,"APCDD1L",1012,313,1328,1465,1350,1226,1457,1078,488,764,308,1770
462,"RNU4-36P",22079,22784,22520,25289,32155,19819,24962,29034,22241,17814,21332,23030
463,"RPL7P10",4331,1150,4010,4732,6538,3613,4603,1900,1972,2941,1025,4744
464,"RPL37P23",0,0,0,13,2,5,0,0,0,0,1,0
465,"PPP1R14BP2",31,4,33,35,95,53,17,31,27,18,16,39
466,"TSSK1A",244,18,156,29,364,29,177,14,110,238,28,152
467,"RNU7-149P",4880,2196,2573,3962,7560,3116,3085,1908,2481,3645,1890,3351
468,"DNAH17-AS1",1,0,4,19,23,20,3,6,0,1,1,0
469,"MYO9A",0,0,0,2,0,0,0,0,0,0,0,0
470,"RNU6-14P",3909,2771,2292,3588,5529,1967,4002,1531,3122,2788,2185,3428
471,"HMGB1P39",7978,2235,5883,8527,12057,7063,6322,3214,2219,4937,1865,6390
472,"MYH9",914,1278,1266,723,1237,589,518,559,1205,1201,916,562
473,"KIRREL3-AS2",6066,2883,3502,5525,7766,4321,4960,4910,3805,4472,2608,4926
474,"PGS1",0,0,0,4,1,3,0,0,0,1,0,2
475,"OR4F13P",6,0,14,0,2,0,9,0,8,4,0,5
476,"SIGLEC8",1347,2355,958,1545,2046,1080,1440,1439,1938,1389,1262,1078
477,"NPM1P46",441,36,547,109,456,63,1300,149,716,713,105,622
478,"LIN28AP1",4966,2557,2038,4718,7027,2798,3205,2648,2689,3770,2032,3095
479,"RNU6-1329P",2550,1489,1815,2281,3394,1476,2529,2350,1529,2135,1325,2221
480,"ZRSR1",5953,2833,3381,5362,8187,4221,3790,2451,3669,3689,2282,4136
481,"GBE1",255,67,349,208,458,246,261,345,130,162,50,255
482,"TANC2",330,711,280,172,382,106,140,121,527,280,623,191
483,"MIR4266",18,39,43,14,21,25,8,20,38,51,61,14
484,"HSD3B2",28,68,20,20,48,17,42,22,58,30,38,38
485,"TRIB2",419,425,613,549,587,386,809,464,620,356,464,671
486,"NDUFA11",2076,2573,1898,2677,3014,2184,1966,2039,2441,1716,2314,2021
487,"CENPQ",246,468,286,182,281,164,112,99,392,341,350,76
488,"DST",137,582,220,212,314,159,117,158,441,278,393,123
489,"TMPRSS12",392,937,675,260,577,233,207,276,834,552,706,191
490,"VPS36",3,1,10,6,13,10,0,0,22,17,0,5
491,"ZNF225",149,335,214,104,334,61,69,83,222,198,238,80
492,"RPS6KA1",150,630,161,92,170,129,40,80,324,322,395,25
493,"SLC35F6",3,0,1,3,3,0,0,0,1,3,1,4
494,"POM121L4P",0,0,0,0,0,0,0,0,0,0,0,0
495,"MIR4467",17,46,15,14,40,15,10,11,31,26,44,10
496,"ARHGEF40",32,7,22,11,32,19,15,19,24,13,6,27
497,"DUX4L16",28,14,26,29,35,47,27,17,30,23,20,39
498,"IVL",0,0,0,0,0,0,0,0,0,0,0,0
499,"TBRG1",2941,1223,1250,1622,3377,1224,1692,1282,1579,2032,1019,1806
500,"DDX28",0,0,0,0,0,0,0,0,3,0,6,0
501,"TPRKB",0,0,0,0,0,0,0,0,0,0,0,0
502,"TATDN1",43,54,61,23,39,14,8,19,33,69,33,19
503,"MRPS5P4",4160,1204,2102,4488,4952,3228,2767,2624,1668,2683,1133,2970
504,"OR4A21P",569,382,288,677,700,418,344,498,396,435,235,436
505,"RNU6-266P",2020,757,1336,1768,2718,1268,1631,1327,1069,1688,649,1581
506,"CYP2D7P",18,49,22,3,12,6,9,5,8,13,7,11
507,"MIR548AI",3,14,12,3,4,15,5,0,14,6,11,5
508,"RN7SKP146",0,0,0,0,0,0,0,0,2,0,0,0
509,"ADORA2A",0,0,0,0,0,0,0,0,0,1,0,0
510,"MYL12A",1515,1050,1256,1206,1880,1027,1383,744,1214,1456,909,1325
511,"CASS4",2,0,0,0,0,0,0,0,0,0,0,0
512,"CADPS",280,143,237,292,354,175,227,150,116,206,122,231
513,"UBE2D4",15,20,37,31,39,23,53,20,18,25,16,30
514,"OR5H1",25,4,25,27,16,225,20,45,11,10,2,22
515,"DMBT1P1",2287,1230,1298,1716,2713,1253,1519,869,1429,1731,1078,1459
516,"RN7SL389P",1162,405,1166,1490,1790,1382,1661,640,560,733,418,1434
517,"EIF4BP5",651,599,564,521,792,326,623,289,477,732,451,476
518,"SPRYD4",1327,966,710,872,1668,720,676,428,679,1170,694,726
519,"SPRR1A",3512,1631,1895,2185,4333,2405,2898,1878,1725,2140,1309,2681
520,"TAZ",3738,5630,4758,6123,5340,4509,5501,3536,6487,2399,7517,4528
521,"LINC00116",4617,4154,3552,5703,6241,3931,5294,2830,3777,3698,2703,5338
522,"MTND5P8",101,103,286,223,203,114,189,279,40,191,28,83
523,"TMEM253",2025,959,1268,3485,4749,1968,1580,1553,1192,1625,687,1512
524,"ADAMTS7P1",0,0,0,0,0,0,0,0,0,0,0,0
525,"FAM83C",3982,1826,2268,3865,4698,2882,3019,2702,2292,2912,1805,3457
526,"BOLA2",504,202,385,860,1144,271,613,347,442,637,211,569
527,"GTF2A2",2277,618,1229,1817,2603,714,2406,816,861,1605,568,2462
528,"RN7SL826P",128958,46837,92027,92365,229879,67503,109414,78603,122125,123984,58573,118150
529,"INHBC",4553,2620,4613,2761,8478,1393,2527,4026,5010,4137,3059,2591
530,"RNU6-37P",16411,14400,17614,28478,17270,24488,23264,10026,21568,10664,15731,26515
531,"LINC01002",0,0,0,0,0,0,0,0,0,0,0,0
532,"LINC01020",5,0,1,44,5,6,10,11,3,6,1,4
533,"RPS6P7",539,177,358,498,621,364,412,255,204,358,144,344
534,"PFN1",1735,60,1858,794,960,317,385,622,59,514,31,341
535,"MSRB1",0,15,0,0,0,0,0,0,0,0,0,0
536,"HRSP12",2025,1541,1304,1954,2341,1461,1759,2291,1597,1467,1417,1743
537,"LINC00508",5,65,8,350,8,4,12,12,6,9,55,5
538,"ATP5J2P3",0,6,0,1,2,4,0,0,1,2,0,1
539,"ACAT1",5119,2049,4447,5190,6599,3658,4985,2711,2731,3627,1589,4228
540,"SEMA3B-AS1",41,33,35,42,47,20,28,12,17,26,17,36
541,"CCDC115",17691,8378,13000,12565,20718,8941,18908,12554,9939,14309,7906,16921
542,"RAB25",1881,891,1066,1562,2782,1117,1370,1099,959,1425,757,1285
543,"AP5B1",4788,1616,1746,3687,6957,2134,3183,2059,1847,3647,1354,3863
544,"MICAL1",1,0,0,0,1,1,3,1,0,2,0,0
545,"TPT1P12",1,5,3,2,1,1,4,0,0,5,4,2
546,"RPL14P5",0,0,0,0,0,0,0,0,0,0,0,0
547,"DOK2",0,0,0,0,1,3,0,0,0,1,0,2
548,"PSPC1P1",0,0,0,0,0,2,0,0,0,0,0,0
549,"ESRG",2,0,0,2,0,0,0,0,1,1,0,2
550,"HNRNPLP1",0,0,0,0,3,1,0,0,0,0,0,0
551,"CYP11B1",2588,2379,3525,4672,4269,3617,3967,1528,2925,1965,2922,4277
552,"CAND1",775,806,558,585,1038,489,444,407,672,619,543,448
553,"KIFC3",88940,42196,44016,75519,121814,56460,49978,27379,39449,50008,30421,62733
554,"HYOU1",4196,5517,1579,3336,9558,1520,1654,382,4572,4011,2483,2534
555,"RGS5",3260,1413,2386,3974,3770,2142,2265,1351,1519,1955,976,2556
556,"RN7SKP116",54,99,27,61,94,65,23,40,53,55,58,43
557,"RN7SL196P",4836,2891,4823,4387,6694,3494,6990,4476,3716,3972,2656,5054
558,"BIRC5",1019,2856,1661,670,1719,359,547,747,2455,1703,2311,397
559,"DNAJC22",2,0,2,3,3,0,2,3,0,0,0,1
560,"PTTG2",1,0,0,0,0,0,0,0,0,0,0,0
561,"MBP",6,133,6,7,37,6,3,14,31,18,108,15
562,"SH3BP2",3043,1413,2664,3155,4837,2112,2893,2662,1518,2642,1181,2000
563,"PRDX3P1",0,0,0,3,0,0,0,0,0,0,0,0
564,"VPS13D",5146,2166,3395,4739,6737,3120,5397,3914,2303,4069,1361,5232
565,"LINC00498",5194,4774,3667,4682,7165,4057,4693,4704,5045,4592,3748,4998
566,"RPS20",2,0,0,0,0,1,0,0,0,0,0,2
567,"LINC00426",370,408,307,419,582,307,329,475,260,330,306,300
568,"USP17L6P",17,23,8,3,18,0,7,4,14,14,10,4
569,"ALKBH3",895,460,654,598,1182,733,760,641,703,684,533,620
570,"SCN1B",0,0,0,0,0,0,0,0,0,0,0,0
571,"GRAMD1A",3177,2632,946,3076,2659,2336,1629,1265,1833,2198,1510,1881
572,"CBLN2",175,253,114,348,227,132,297,207,143,111,199,280
573,"RNU6-269P",1,1,9,0,0,0,6,0,2,2,0,2
574,"IGHVII-43-1",2491,1541,2092,2474,3279,1707,2208,2244,1649,1975,1411,2132
575,"RPS6KA3",0,1,2,0,4,3,1,2,1,0,1,2
576,"PTGER2",0,0,0,0,0,0,0,0,0,0,0,0
577,"RPL5P3",2125,1271,2096,2588,2472,1837,2588,2567,1410,1360,1128,2512
578,"CACNA1D",2002,1974,2017,1539,2897,1669,2159,1911,2010,1511,1966,1874
579,"SIGLEC31P",5,2,5,0,2,0,1,0,3,2,12,3
580,"BMP4",0,0,0,0,0,0,0,0,0,0,0,0
581,"LIX1L",0,0,0,0,0,0,0,1,0,0,0,0
582,"TOP2B",461,272,243,408,863,197,356,209,480,455,353,452
583,"KIAA1468",502,55,485,390,471,512,482,258,120,388,21,669
584,"MIR548K",2725,1925,2465,2914,3763,2471,3664,4329,2513,2546,2144,3070
585,"ALPI",8564,4973,6858,6549,11323,5847,7888,6651,6045,6630,5347,7736
586,"C1orf86",0,0,0,0,0,1,2,0,0,0,0,1
587,"UBE2Q2P5Y",994,418,570,814,942,362,677,639,424,707,429,632
588,"PGAM3P",0,0,0,0,0,0,1,0,0,0,0,0
589,"ELOVL2-AS1",10,7,6,3,3,0,0,1,6,2,3,1
590,"HOXC10",0,0,0,0,0,0,0,0,0,0,0,0
591,"NANOGP6",0,0,0,0,0,0,0,0,0,0,0,0
592,"RAB2B",5645,382,4428,6176,8311,5678,2049,2361,2097,1551,667,2318
593,"MAPKAPK5P1",4,1,0,6,2,6,9,0,0,0,0,0
594,"RPL21P50",0,0,0,0,0,0,1,0,0,0,0,0
595,"RNU6-661P",0,0,0,0,0,4,0,0,0,0,0,0
596,"RN7SKP102",0,3,0,0,3,0,0,0,0,0,1,0
597,"SLC9B1",0,0,0,0,0,0,0,0,0,0,0,0
598,"RNA5SP53",0,0,2,0,0,0,0,0,0,0,0,1
599,"RNU6-913P",3,8,1,10,14,0,5,6,4,2,9,2
600,"CYP4F27P",27,17,32,56,55,21,13,22,31,29,22,36
601,"MIR4641",125,67,59,87,163,85,55,114,79,115,41,83
602,"TMEM63C",443,372,336,349,516,332,374,260,378,364,309,287
603,"PPP1R2P1",5498,2234,3526,6328,7157,4184,4754,3427,2430,3216,1604,4972
604,"HSPA9",1667,1081,1211,1545,2518,1339,1350,987,1095,1330,806,1335
605,"IGKV3D-20",1313,451,728,1493,1743,799,1193,425,424,699,302,1132
606,"NECAP1",1,1,1,14,2,10,1,0,1,3,1,2
607,"TDRD5",5000,3027,2461,4294,6815,2621,2987,1782,2520,3301,2184,3630
608,"HMGB3P8",0,2,0,0,2,0,0,0,0,2,0,0
609,"RN7SKP132",456,667,1128,781,984,598,998,431,677,572,554,815
610,"TVP23CP1",0,0,0,0,0,0,0,0,0,0,0,0
611,"RN7SKP230",1072,1411,275,540,1788,284,783,301,1524,1519,1263,872
612,"RNA5SP111",14,14,8,12,8,8,11,9,11,11,5,9
613,"NAT14",0,0,0,0,0,0,0,0,0,0,0,0
614,"CHCHD2P3",188,393,113,118,253,80,320,58,290,192,440,171
615,"MTND5P27",248,78,167,160,376,106,365,91,197,259,64,271
616,"RPL5P9",51,8,31,44,31,25,27,35,26,36,4,37
617,"PGAM1",1884,1234,1673,2066,2645,1608,1713,1150,1670,1357,1061,1891
618,"PPP1R26P1",1992,2330,2400,2132,3364,1785,2649,1566,2485,2142,1956,2052
619,"MACROD2",11428,6958,4066,8396,14793,6225,8732,3630,5793,8060,4261,7591
620,"CACNA1C-IT1",1520,739,1141,1321,1874,1000,1324,1395,1084,1136,714,1392
621,"CEACAM1",2949,823,2737,3589,4098,2876,3346,2466,1458,2455,868,3000
622,"LRRC3DN",2396,900,2777,2780,2911,2220,3174,3057,1327,1962,1065,2992
623,"MANEA-AS1",1268,1336,1207,2142,2100,1223,1825,848,1438,1293,1270,1757
624,"TREH",15,3,24,11,43,9,8,3,6,11,3,8
625,"MIR4662A",7121,5988,4148,5738,8815,4262,5135,7126,6355,6481,5796,5298
626,"CAP1",85,69,42,58,107,73,100,66,60,85,87,65
627,"MLEC",15,4,1,56,9,40,6,37,4,1,0,4
628,"DNAJC19P2",0,0,0,0,0,0,0,0,0,0,0,0
629,"CHN2",0,0,0,0,0,0,0,0,0,0,0,0
630,"KIAA1324L",42,71,21,44,46,10,16,46,41,58,53,12
631,"RN7SL838P",0,0,0,0,0,0,0,0,0,0,0,0
632,"CMC1",0,0,0,0,0,0,0,0,0,0,0,0
633,"NR1D1",0,0,0,0,0,0,0,0,0,0,0,0
634,"C1orf74",0,0,0,0,0,0,0,0,0,0,0,0
635,"PLEKHG3",0,0,0,1,0,0,0,0,0,0,0,0
636,"NOS1AP",0,0,0,0,0,0,0,0,0,0,0,0
637,"PES1P1",47,32,48,36,34,20,12,51,18,31,33,14
638,"TBX10",126,128,51,245,27,358,52,441,46,13,205,46
639,"RNU6-293P",895,598,1292,2066,1183,1592,796,3126,579,773,592,823
640,"UCP1",0,0,0,6,1,0,0,0,0,0,0,0
641,"SMIM2-IT1",0,0,0,0,0,0,0,2,0,0,0,0
642,"CD248",0,0,0,0,0,0,0,0,0,0,0,0
643,"FAT4",7,0,7,5,17,10,1,6,2,5,0,8
644,"RNU6-1206P",0,1,0,0,0,0,0,1,2,3,0,0
645,"YLPM1",1,5,3,2,0,4,2,0,1,5,1,0
646,"MIR519B",0,0,0,0,0,0,0,0,0,0,0,0
647,"KATNBL1P4",361,249,261,333,550,258,356,300,233,326,213,273
648,"LSM3P5",4094,1994,2849,3133,5404,2533,4595,3534,2973,3017,2036,4225
649,"ZIC4-AS1",1,1,2,1,2,0,6,5,0,4,1,0
650,"IFNE",2766,7077,4417,4191,6230,3001,9330,4308,7757,4068,8598,5818
651,"FAM181A",129,520,264,123,203,74,153,169,305,257,380,99
652,"LRRC17",14340,9291,11615,13835,16786,9840,12579,10063,10403,10419,8002,12122
653,"MIR548Q",4348,2910,4227,5437,5698,3858,5473,3717,3682,3643,2745,5235
654,"SDHCP2",6855,5401,4267,6266,8836,5012,5377,4085,5543,5215,3470,5892
655,"NOS1",3,1,1,4,6,5,0,0,0,0,0,0
656,"DDX19A",0,0,0,0,0,0,0,0,0,0,0,0
657,"NELFCD",3631,1338,2104,2784,4147,2216,2304,2360,1775,2689,1148,2212
658,"ZSCAN30",3439,3431,1648,2386,4642,1573,1719,1500,2986,3117,2414,1927
659,"HELQ",4567,2011,3284,3763,6895,2804,4193,3048,2651,4428,1675,4280
660,"DOT1L",0,0,0,0,0,0,0,0,0,0,0,0
661,"KIF1A",440,84,64,15,771,2,793,4,5923,2281,476,107
662,"RNU6-311P",12479,6620,4073,14705,13802,9784,5832,7351,5492,7971,4153,6117
663,"FUOM",986,900,1337,1746,889,940,1635,781,1096,613,995,1798
664,"PIEZO1P2",4369,1873,3682,3885,6404,3882,5433,3260,3043,3566,1738,4988
665,"NARG2P2",0,6,2,34,3,18,5,4,2,5,0,2
666,"MGEA5",0,0,2,7,3,0,1,1,1,0,1,1
667,"TXNL4B",112,33,46,329,105,143,92,163,33,59,19,122
668,"PEF1",833,205,604,771,1130,371,1001,589,472,617,288,895
669,"GTF2H2",0,2,1,4,0,2,0,3,0,1,0,4
670,"PRICKLE2-AS2",0,0,0,0,0,0,0,0,0,0,2,0
671,"CBX3P3",0,0,0,0,0,0,0,0,0,0,0,0
672,"PRB1",2,1,15,1,2,9,8,4,3,5,0,3
673,"TRPA1",2379,3288,642,2605,3254,1389,1736,2476,3200,2054,2522,2456
674,"ATP5A1P9",19,42,17,29,25,3,11,9,13,25,16,16
675,"GPI",5225,6238,2894,4892,7462,3747,3806,3638,4108,4534,4293,3777
676,"TRAJ6",52,220,30,48,42,34,41,55,47,32,45,69
677,"STARD13-AS",5913,5714,3262,7160,4729,4123,3314,5887,4227,2931,3269,3827
678,"REXO1L9P",5532,4822,2238,4722,5925,2802,5095,3371,3973,4740,3188,5039
679,"VLDLR",734,470,341,690,1003,571,527,419,744,511,392,498
680,"LPL",988,681,522,1091,1624,659,807,620,802,965,648,677
681,"TAF9P3",3863,877,2635,3235,4290,2767,3053,3305,1268,2874,839,3246
682,"POLR1B",3,0,0,0,0,0,0,0,0,2,1,0
683,"BTBD16",0,0,0,0,0,0,0,0,0,0,0,0
684,"MIR3664",0,0,0,1,0,0,0,0,0,0,0,0
685,"MRPL53",0,0,0,0,0,0,0,0,0,0,0,0
686,"IDH2",31,29,8,8,10,6,12,4,24,24,21,11
687,"KLF5",5457,3635,3548,4262,7694,3328,4771,3799,3899,4650,3336,4259
688,"DUXAP8",126387,59534,134204,137227,244869,133275,88263,117957,122653,67267,55381,92921
689,"CSPG5",9,4,17,22,37,16,13,18,9,12,4,12
690,"RNU6-1193P",16,1,34,26,73,22,4,29,3,19,0,18
691,"DNAJB3",0,0,0,0,5,0,0,0,0,0,0,0
692,"SOX21-AS1",1055,65,1329,854,2397,1306,571,668,583,249,77,696
693,"C9orf53",2617,1596,1858,2605,2922,2021,3236,3131,1724,2191,1433,3261
694,"MIR607",65,24,43,49,93,58,75,36,28,49,35,59
695,"FAM150B",119,36,60,96,136,94,88,52,45,59,20,96
696,"HN1L",299,81,142,237,389,215,264,128,66,162,97,225
697,"IGHEP1",3213,2525,2433,3253,4485,2197,2685,2526,2689,2455,2183,2904
698,"RBM22P5",857,930,989,1163,1297,760,878,807,895,968,812,776
699,"ZNF137P",0,0,0,0,0,0,0,0,0,0,0,0
700,"SETD4",584,291,360,412,689,294,400,421,518,422,354,341
701,"TJP3",1125,1155,711,658,1251,580,1085,1289,966,997,1095,908
702,"RNA5SP148",2,0,0,0,0,0,0,0,0,0,0,0
703,"IGLV3-27",0,0,0,4,0,0,0,0,0,0,0,0
704,"CCDC104",0,0,0,0,0,0,0,0,0,0,0,0
705,"LINC00466",4,4,0,1,3,10,3,7,2,3,0,2
706,"ATAD1",0,0,0,0,0,0,0,0,0,0,0,0
707,"SNRPEP6",8,1,1,3,2,0,6,4,2,0,1,1
708,"RBBP8NL",16,12,4,11,17,23,15,22,12,17,18,19
709,"PPP2R1B",12,7,3,5,21,3,8,8,7,14,9,9
710,"RNA5SP33",0,1,2,1,0,0,1,3,0,0,0,7
711,"TRAIP",2,0,0,0,0,0,0,0,0,1,0,2
712,"HNRNPA1P31",4,5,0,1,0,4,0,3,1,4,1,4
713,"PROX1",2,5,4,0,4,5,2,2,12,8,1,13
714,"MIR876",11,1,8,6,18,16,6,10,5,12,3,18
715,"ECHDC3",1842,1083,1481,1963,2845,1406,1580,1466,1449,1428,1014,1572
716,"RNU6-54P",2850,2467,2143,2329,3852,1785,3010,2733,2470,2372,2300,2370
717,"HNRNPA1P57",0,0,0,0,0,0,0,0,0,0,0,0
718,"CYB5R1",1536,886,1048,1711,1806,1271,1371,1827,995,974,825,1341
719,"MIR371B",793,441,622,938,1072,647,807,911,439,772,395,580
720,"LY86-AS1",2196,1619,1690,2083,3065,1516,2591,2040,1645,2130,1388,1639
721,"PDZRN4",914,656,776,881,1388,616,1061,815,641,907,513,771
722,"NDUFB4",0,0,0,0,0,0,0,0,0,0,0,0
723,"MYZAP",2,3,16,12,31,17,20,2,2,0,3,13
724,"TMPRSS11B",383,164,283,343,641,299,446,257,267,357,201,346
725,"CCL4",1185,922,1326,958,1464,950,1533,1307,807,1053,847,1307
726,"MIR3180-5",1093,352,563,698,1100,813,684,808,546,678,431,862
727,"FAM92A1",0,0,0,0,0,0,0,0,0,0,0,0
728,"C14orf159",380,316,409,437,498,342,481,376,525,323,466,444
729,"GPR89C",7153,3335,5835,6360,10531,6120,5952,5794,5006,4977,2633,6117
730,"CCDC28B",432,590,476,442,652,252,461,467,470,479,407,368
731,"USHBP1",726,694,1234,1914,852,1230,1718,936,937,405,1154,2010
732,"UTP20",287,87,180,224,340,202,223,193,140,181,102,249
733,"PLVAP",0,13,2,2,0,0,0,0,3,3,2,0
734,"RPS26P35",1652,838,819,1239,2106,739,1342,511,863,1253,601,1154
735,"RNU6-766P",50,36,67,44,84,37,40,22,28,56,21,32
736,"LHCGR",1,4,7,1,5,0,7,1,1,11,10,5
737,"ADAP1",0,0,0,0,0,0,0,0,0,0,0,0
738,"CBLC",24,4,20,25,58,26,21,15,14,17,0,25
739,"MIR548I1",0,0,0,0,0,0,0,0,0,1,0,0
740,"IGHV1OR15-1",25,57,63,20,77,14,19,10,30,6,1,26
741,"FDFT1",0,5,5,4,7,2,17,2,3,2,4,4
742,"SLC39A5",5,1,4,5,7,6,0,4,0,4,2,4
743,"TCF12",0,0,0,0,0,0,0,0,0,0,0,0
744,"DUSP13",3,11,1,7,1,0,4,2,2,1,0,0
745,"LRP4",1,0,1,0,4,5,0,1,3,3,0,0
746,"NTRK3-AS1",32,2,68,46,61,26,55,15,19,56,6,57
747,"SNORD116-11",0,2,0,0,10,0,15,0,3,3,0,9
748,"RN7SL166P",861,926,550,691,1158,461,416,538,801,790,802,574
749,"ARIH1",0,4,5,93,5,57,1,30,2,4,1,6
750,"SKA2",462,117,245,488,495,386,191,176,211,240,114,253
751,"RNU7-187P",22,37,38,31,63,8,51,23,44,24,72,32
