,model_name,agent,TGI,tumor_type
2204,CTG-1087,Lapatinib,54,Colorectal
2205,CTG-1087,Cetuximab,113,Colorectal
2206,CTG-1087,Irinotecan,113,Colorectal
2207,CTG-1087,Cetuximab,135,Colorectal
2208,CTG-1087,Irinotecan,135,Colorectal
2209,CTG-1087,Trastuzumab,135,Colorectal
2210,CTG-1087,Trastuzumab,1,Colorectal
2211,CTG-1094,Celecoxib,-17,Sarcoma
2212,CTG-1094,Cyclophosphamide,71,Sarcoma
2213,CTG-1094,Topotecan,71,Sarcoma
2214,CTG-1094,Erlotinib,70,Sarcoma
2215,CTG-1094,Docetaxel,117,Sarcoma
2216,CTG-1094,Gemcitabine,117,Sarcoma
2217,CTG-1094,Ifosfamide,77,Sarcoma
2218,CTG-1094,Irinotecan,82,Sarcoma
2219,CTG-1094,Sunitinib,48,Sarcoma
2220,CTG-1094,Temsirolimus,55,Sarcoma
2221,CTG-1094,Bevacizumab,81,Sarcoma
2222,CTG-1094,Valproic acid,81,Sarcoma
2223,CTG-1094,Vorinostat,-18,Sarcoma
2224,CTG-1095,Cisplatin,50,Sarcoma
2225,CTG-1095,Doxorubicin,1,Sarcoma
2226,CTG-1095,Doxorubicin,29,Sarcoma
2227,CTG-1095,Gemcitabine,83,Sarcoma
2228,CTG-1095,Gemcitabine,98,Sarcoma
2229,CTG-1095,Gemcitabine,136,Sarcoma
2230,CTG-1095,Nab-paclitaxel,136,Sarcoma
2231,CTG-1095,Etoposide,26,Sarcoma
2232,CTG-1095,Ifosfamide,26,Sarcoma
2233,CTG-1095,Irinotecan,84,Sarcoma
2234,CTG-1095,Temozolomide,84,Sarcoma
2235,CTG-1095,Mitomycin C,65,Sarcoma
2236,CTG-1095,Pazopanib,79,Sarcoma
2237,CTG-1095,Sorafenib,157,Sarcoma
2238,CTG-1095,Temsirolimus,157,Sarcoma
2239,CTG-1095,Etoposide,16,Sarcoma
2240,CTG-1095,Vorinostat,16,Sarcoma
2241,CTG-1100,5-Fluorouracil,-14,Head and neck
2242,CTG-1100,Cetuximab,29,Head and neck
2243,CTG-1100,Cisplatin,96,Head and neck
2244,CTG-1100,Cisplatin,105,Head and neck
2245,CTG-1100,Cetuximab,109,Head and neck
2246,CTG-1100,Cisplatin,109,Head and neck
2247,CTG-1105,5-Fluorouracil,77,Unknown origin
2248,CTG-1105,Mitomycin C,77,Unknown origin
2249,CTG-1105,Cyclophosphamide,80,Unknown origin
2250,CTG-1105,Doxorubicin,80,Unknown origin
2251,CTG-1105,Everolimus,87,Unknown origin
2252,CTG-1105,Pazopanib,87,Unknown origin
2253,CTG-1105,Docetaxel,109,Unknown origin
2254,CTG-1105,Gemcitabine,109,Unknown origin
2255,CTG-1105,Temsirolimus,74,Unknown origin
2256,CTG-1106,Carboplatin,28,Breast
2257,CTG-1106,Paclitaxel,28,Breast
2258,CTG-1106,Docetaxel,121,Breast
2259,CTG-1112,5-Fluorouracil,113,Colorectal
2260,CTG-1112,Oxaliplatin,113,Colorectal
2261,CTG-1116,Cyclophosphamide,156,Sarcoma
2262,CTG-1116,Cyclophosphamide,165,Sarcoma
2263,CTG-1116,Temsirolimus,165,Sarcoma
2264,CTG-1116,Vinorelbine,165,Sarcoma
2265,CTG-1116,Doxorubicin,45,Sarcoma
2266,CTG-1116,Evofosfamide,57,Sarcoma
2267,CTG-1116,Evofosfamide,121,Sarcoma
2268,CTG-1116,Ifosfamide,121,Sarcoma
2269,CTG-1116,Ifosfamide,124,Sarcoma
2270,CTG-1116,Pazopanib,73,Sarcoma
2271,CTG-1116,Temsirolimus,21,Sarcoma
2272,CTG-1116,Vincristine,107,Sarcoma
2273,CTG-1116,Vinorelbine,141,Sarcoma
2274,CTG-1118,Sunitinib,122,
2275,CTG-1118,Temsirolimus,104,
2276,CTG-1122,5-Fluorouracil,103,Pancreatic
2277,CTG-1122,Irinotecan,103,Pancreatic
2278,CTG-1122,Oxaliplatin,103,Pancreatic
2279,CTG-1122,Cisplatin,99,Pancreatic
2280,CTG-1122,Erlotinib,64,Pancreatic
2281,CTG-1122,Gemcitabine,110,Pancreatic
2282,CTG-1122,Nab-paclitaxel,110,Pancreatic
2283,CTG-1122,Mitomycin C,125,Pancreatic
2284,CTG-1126,Cyclophosphamide,156,Sarcoma
2285,CTG-1126,Doxorubicin,136,Sarcoma
2286,CTG-1126,Gemcitabine,81,Sarcoma
2287,CTG-1126,Docetaxel,74,Sarcoma
2288,CTG-1126,Gemcitabine,74,Sarcoma
2289,CTG-1126,Irinotecan,116,Sarcoma
2290,CTG-1126,Temozolomide,116,Sarcoma
2291,CTG-1126,Liposomal doxorubicin,106,Sarcoma
2292,CTG-1128,Gemcitabine,146,
2293,CTG-1128,Gemcitabine,161,
2294,CTG-1128,Nab-paclitaxel,161,
2295,CTG-1130,5-Fluorouracil,95,Head and neck
2296,CTG-1130,Cisplatin,95,Head and neck
2297,CTG-1130,Docetaxel,95,Head and neck
2298,CTG-1130,Cisplatin,43,Head and neck
2299,CTG-1130,Gemcitabine,43,Head and neck
2300,CTG-1130,Docetaxel,137,Head and neck
2301,CTG-1130,Pemetrexed,-6,Head and neck
2302,CTG-1131,Cisplatin,-29,Head and neck
2303,CTG-1138,Dasatinib,40,
2304,CTG-1138,Gemcitabine,34,
2305,CTG-1138,Bevacizumab,99,
2306,CTG-1138,Liposomal doxorubicin,99,
2307,CTG-1138,Pazopanib,36,
2308,CTG-1138,Temsirolimus,-41,
2309,CTG-1138,Topotecan,-23,
2310,CTG-1138,Paclitaxel,51,
2311,CTG-1138,Topotecan,51,
2312,CTG-1138,Everolimus,118,
2313,CTG-1138,Vinorelbine,118,
2314,CTG-1144,Sunitinib,117,Ampullary
2315,CTG-1146,5-Fluorouracil,67,Colorectal
2316,CTG-1146,Irinotecan,67,Colorectal
2317,CTG-1146,5-Fluorouracil,77,Colorectal
2318,CTG-1146,Bevacizumab,77,Colorectal
2319,CTG-1146,Irinotecan,77,Colorectal
2320,CTG-1146,5-Fluorouracil,87,Colorectal
2321,CTG-1146,Cetuximab,87,Colorectal
2322,CTG-1146,Irinotecan,87,Colorectal
2323,CTG-1146,Regorafenib,88,Colorectal
2324,CTG-1149,Cetuximab,104,Pancreatic
2325,CTG-1149,Temsirolimus,104,Pancreatic
2326,CTG-1149,Cisplatin,115,Pancreatic
2327,CTG-1149,Cyclophosphamide,33,Pancreatic
2328,CTG-1149,Gemcitabine,89,Pancreatic
2329,CTG-1149,Nab-paclitaxel,89,Pancreatic
2330,CTG-1149,Imatinib,55,Pancreatic
2331,CTG-1149,Mitomycin C,114,Pancreatic
2332,CTG-1149,Afatinib,108,Pancreatic
2333,CTG-1149,Mitomycin C,108,Pancreatic
2334,CTG-1149,Cisplatin,108,Pancreatic
2335,CTG-1149,Mitomycin C,108,Pancreatic
2336,CTG-1149,Sorafenib,94,Pancreatic
2337,CTG-1149,Temsirolimus,99,Pancreatic
2338,CTG-1151,Carboplatin,-76,Breast
2339,CTG-1151,Paclitaxel,-76,Breast
2340,CTG-1151,Eribulin,61,Breast
2341,CTG-1151,Eribulin,122,Breast
2342,CTG-1151,Palbociclib,-24,Breast
2343,CTG-1151,Palbociclib,44,Breast
2344,CTG-1151,Trastuzumab emtansine,72,Breast
2345,CTG-1152,Eribulin,10,Small intestinal/Small bowel
2346,CTG-1152,Gemcitabine,42,Small intestinal/Small bowel
2347,CTG-1152,Imatinib,15,Small intestinal/Small bowel
2348,CTG-1152,Mitomycin C,80,Small intestinal/Small bowel
2349,CTG-1153,Carboplatin,66,Breast
2350,CTG-1153,Carboplatin,9,Breast
2351,CTG-1153,Paclitaxel,9,Breast
2352,CTG-1157,5-Fluorouracil,119,Colorectal
2353,CTG-1157,Cetuximab,119,Colorectal
2354,CTG-1157,Irinotecan,119,Colorectal
2355,CTG-1157,5-Fluorouracil,216,Colorectal
2356,CTG-1157,Irinotecan,216,Colorectal
2357,CTG-1157,Panitumumab,216,Colorectal
2358,CTG-1157,Etoposide,-31,Colorectal
2359,CTG-1157,Gemcitabine,-37,Colorectal
2360,CTG-1157,Regorafenib,91,Colorectal
2361,CTG-1166,Carboplatin,25,Ovarian
2362,CTG-1166,Carboplatin,-195,Ovarian
2363,CTG-1166,Docetaxel,-195,Ovarian
2364,CTG-1166,Carboplatin,-27,Ovarian
2365,CTG-1166,Carboplatin,33,Ovarian
2366,CTG-1166,Paclitaxel,-27,Ovarian
2367,CTG-1166,Paclitaxel,33,Ovarian
2368,CTG-1166,Liposomal doxorubicin,-44,Ovarian
2369,CTG-1166,Olaparib,-2,Ovarian
2370,CTG-1166,Olaparib,46,Ovarian
2371,CTG-1166,Olaparib,54,Ovarian
2372,CTG-1166,Olaparib,55,Ovarian
2373,CTG-1167,Carboplatin,5,Breast
2374,CTG-1167,Paclitaxel,5,Breast
2375,CTG-1167,Paclitaxel,12,Breast
2376,CTG-1167,Paclitaxel,61,Breast
2377,CTG-1170,5-Fluorouracil,82,Colorectal
2378,CTG-1170,Irinotecan,82,Colorectal
2379,CTG-1170,5-Fluorouracil,113,Colorectal
2380,CTG-1170,Bevacizumab,113,Colorectal
2381,CTG-1170,Irinotecan,113,Colorectal
2382,CTG-1170,5-Fluorouracil,64,Colorectal
2383,CTG-1170,5-Fluorouracil,69,Colorectal
2384,CTG-1170,Oxaliplatin,64,Colorectal
2385,CTG-1170,Oxaliplatin,69,Colorectal
2386,CTG-1170,Regorafenib,104,Colorectal
2387,CTG-1171,Capecitabine,91,Breast
2388,CTG-1171,Lapatinib,91,Breast
2389,CTG-1171,Docetaxel,186,Breast
2390,CTG-1171,Eribulin,101,Breast
2391,CTG-1171,Gemcitabine,65,Breast
2392,CTG-1171,Nab-paclitaxel,65,Breast
2393,CTG-1171,Paclitaxel,80,Breast
2394,CTG-1171,Trastuzumab,55,Breast
2395,CTG-1173,Eribulin,18,Sarcoma
2396,CTG-1173,Docetaxel,69,Sarcoma
2397,CTG-1173,Docetaxel,150,Sarcoma
2398,CTG-1173,Gemcitabine,69,Sarcoma
2399,CTG-1173,Gemcitabine,150,Sarcoma
2400,CTG-1173,Ifosfamide,170,Sarcoma
2401,CTG-1173,Doxorubicin,32,Sarcoma
2402,CTG-1173,Ifosfamide,32,Sarcoma
2403,CTG-1173,Pazopanib,103,Sarcoma
2404,CTG-1173,Temsirolimus,59,Sarcoma
2405,CTG-1173,Trabectedin,22,Sarcoma
2406,CTG-1180,Carboplatin,49,Ovarian
2407,CTG-1180,Carboplatin,53,Ovarian
2408,CTG-1180,Carboplatin,78,Ovarian
2409,CTG-1180,Carboplatin,102,Ovarian
2410,CTG-1180,Docetaxel,102,Ovarian
2411,CTG-1180,Carboplatin,96,Ovarian
2412,CTG-1180,Carboplatin,102,Ovarian
2413,CTG-1180,Paclitaxel,96,Ovarian
2414,CTG-1180,Paclitaxel,102,Ovarian
2415,CTG-1180,Everolimus,79,Ovarian
2416,CTG-1180,Letrozole,79,Ovarian
2417,CTG-1180,Metformin,79,Ovarian
2418,CTG-1180,Gemcitabine,41,Ovarian
2419,CTG-1180,Liposomal doxorubicin,54,Ovarian
2420,CTG-1180,Olaparib,10,Ovarian
2421,CTG-1180,Olaparib,16,Ovarian
2422,CTG-1180,Olaparib,29,Ovarian
2423,CTG-1180,Olaparib,38,Ovarian
2424,CTG-1180,Vinorelbine,75,Ovarian
2425,CTG-1181,Bevacizumab,139,Renal cell carcinoma
2426,CTG-1181,Erlotinib,139,Renal cell carcinoma
2427,CTG-1181,Bevacizumab,181,Renal cell carcinoma
2428,CTG-1181,Everolimus,181,Renal cell carcinoma
2429,CTG-1181,Temsirolimus,79,Renal cell carcinoma
2430,CTG-1182,Cisplatin,40,Sarcoma
2431,CTG-1182,Cisplatin,84,Sarcoma
2432,CTG-1182,Etoposide,-13,Sarcoma
2433,CTG-1182,Etoposide,17,Sarcoma
2434,CTG-1182,Ifosfamide,61,Sarcoma
2435,CTG-1182,Irinotecan,65,Sarcoma
2436,CTG-1182,Irinotecan,124,Sarcoma
2437,CTG-1182,Temozolomide,124,Sarcoma
2438,CTG-1182,Pazopanib,24,Sarcoma
2439,CTG-1182,Pazopanib,57,Sarcoma
2440,CTG-1182,Temozolomide,104,Sarcoma
2441,CTG-1182,Temozolomide,158,Sarcoma
2442,CTG-1184,Tamoxifen,-56,Breast
2443,CTG-1184,Trastuzumab,17,Breast
2444,CTG-1184,Trastuzumab,27,Breast
2445,CTG-1184,Trastuzumab emtansine,188,Breast
2446,CTG-1184,Tamoxifen,-2,Breast
2447,CTG-1184,Trastuzumab,-2,Breast
2448,CTG-1194,Afatinib,38,NSCLC
2449,CTG-1194,Carboplatin,-16,NSCLC
2450,CTG-1194,Cisplatin,69,NSCLC
2451,CTG-1194,Docetaxel,89,NSCLC
2452,CTG-1194,Trametinib,-64,NSCLC
2453,CTG-1194,Trametinib,109,NSCLC
2454,CTG-1199,Capecitabine,37,Gallbladder
2455,CTG-1199,Oxaliplatin,37,Gallbladder
2456,CTG-1199,Docetaxel,2,Gallbladder
2457,CTG-1211,Cisplatin,65,Breast
2458,CTG-1211,Etoposide,65,Breast
2459,CTG-1211,Everolimus,99,Breast
2460,CTG-1211,Exemestane,99,Breast
2461,CTG-1211,Fulvestrant,-113,Breast
2462,CTG-1211,Fulvestrant,-1,Breast
2463,CTG-1211,Fulvestrant,7,Breast
2464,CTG-1211,Liposomal doxorubicin,83,Breast
2465,CTG-1211,Pazopanib,83,Breast
2466,CTG-1213,Cyclophosphamide,75,Sarcoma
2467,CTG-1213,Cyclophosphamide,148,Sarcoma
2468,CTG-1213,Cyclophosphamide,95,Sarcoma
2469,CTG-1213,Docetaxel,95,Sarcoma
2470,CTG-1213,Cyclophosphamide,140,Sarcoma
2471,CTG-1213,Vinorelbine,140,Sarcoma
2472,CTG-1213,Cyclophosphamide,131,Sarcoma
2473,CTG-1213,Temsirolimus,131,Sarcoma
2474,CTG-1213,Vinorelbine,131,Sarcoma
2475,CTG-1213,Doxorubicin,14,Sarcoma
2476,CTG-1213,Cyclophosphamide,105,Sarcoma
2477,CTG-1213,Doxorubicin,105,Sarcoma
2478,CTG-1213,Topotecan,0,Sarcoma
2479,CTG-1213,Vincristine,101,Sarcoma
2480,CTG-1226,5-Fluorouracil,101,Colorectal
2481,CTG-1226,Irinotecan,101,Colorectal
2482,CTG-1226,5-Fluorouracil,112,Colorectal
2483,CTG-1226,Bevacizumab,112,Colorectal
2484,CTG-1226,Oxaliplatin,112,Colorectal
2485,CTG-1226,Regorafenib,107,Colorectal
2486,CTG-1242,Carboplatin,116,Breast
2487,CTG-1242,Carboplatin,102,Breast
2488,CTG-1242,Gemcitabine,102,Breast
2489,CTG-1242,Carboplatin,32,Breast
2490,CTG-1242,Paclitaxel,32,Breast
2491,CTG-1242,Doxorubicin,10,Breast
2492,CTG-1242,Doxorubicin,105,Breast
2493,CTG-1242,Eribulin,107,Breast
2494,CTG-1242,Liposomal doxorubicin,76,Breast
2495,CTG-1242,Olaparib,56,Breast
2496,CTG-1242,Olaparib,77,Breast
2497,CTG-1242,Temsirolimus,51,Breast
2498,CTG-1251,5-Fluorouracil,76,Colorectal
2499,CTG-1251,Oxaliplatin,76,Colorectal
2500,CTG-1251,Irinotecan,94,Colorectal
2501,CTG-1251,Panitumumab,94,Colorectal
2502,CTG-1255,Pazopanib,66,Sarcoma
2503,CTG-1255,Temsirolimus,95,Sarcoma
2504,CTG-1256,Busulfan,7,Uterine
2505,CTG-1256,Cyclophosphamide,208,Uterine
2506,CTG-1260,Carboplatin,86,Breast
2507,CTG-1260,Everolimus,-4,Breast
2508,CTG-1260,Everolimus,52,Breast
2509,CTG-1260,Fulvestrant,-34,Breast
2510,CTG-1260,Fulvestrant,40,Breast
2511,CTG-1260,Fulvestrant,40,Breast
2512,CTG-1260,Fulvestrant,45,Breast
2513,CTG-1260,Fulvestrant,116,Breast
2514,CTG-1260,Fulvestrant,12,Breast
2515,CTG-1260,Fulvestrant,90,Breast
2516,CTG-1260,Palbociclib,12,Breast
2517,CTG-1260,Palbociclib,90,Breast
2518,CTG-1260,Olaparib,75,Breast
2519,CTG-1260,Palbociclib,-31,Breast
2520,CTG-1260,Palbociclib,55,Breast
2521,CTG-1260,Tamoxifen,70,Breast
2522,CTG-1265,Carboplatin,43,SCLC
2523,CTG-1265,Carboplatin,112,SCLC
2524,CTG-1265,Paclitaxel,43,SCLC
2525,CTG-1265,Paclitaxel,112,SCLC
2526,CTG-1265,Temozolomide,16,SCLC
2527,CTG-1280,Fulvestrant,36,Endometrial
2528,CTG-1282,Carboplatin,36,Endometrial
2529,CTG-1282,Fulvestrant,94,Endometrial
2530,CTG-1282,Olaparib,-41,Endometrial
2531,CTG-1299,Carboplatin,33,Sarcoma
2532,CTG-1299,Gemcitabine,33,Sarcoma
2533,CTG-1299,Trabectedin,-226,Sarcoma
2534,CTG-1299,Trabectedin,-40,Sarcoma
2535,CTG-1301,Carboplatin,46,Ovarian
2536,CTG-1301,Carboplatin,56,Ovarian
2537,CTG-1301,Carboplatin,143,Ovarian
2538,CTG-1301,Paclitaxel,46,Ovarian
2539,CTG-1301,Paclitaxel,56,Ovarian
2540,CTG-1301,Paclitaxel,143,Ovarian
2541,CTG-1301,Liposomal doxorubicin,119,Ovarian
2542,CTG-1303,5-Fluorouracil,71,Colorectal
2543,CTG-1303,Irinotecan,71,Colorectal
2544,CTG-1305,Carboplatin,94,Ovarian
2545,CTG-1305,Paclitaxel,94,Ovarian
2546,CTG-1305,Liposomal doxorubicin,86,Ovarian
2547,CTG-1305,Olaparib,43,Ovarian
2548,CTG-1313,Eribulin,95,Sarcoma
2549,CTG-1313,Bevacizumab,127,Sarcoma
2550,CTG-1313,Docetaxel,127,Sarcoma
2551,CTG-1313,Gemcitabine,127,Sarcoma
2552,CTG-1313,Pazopanib,48,Sarcoma
2553,CTG-1319,Sunitinib,25,Colorectal
2554,CTG-1319,Temsirolimus,25,Colorectal
2555,CTG-1324,5-Fluorouracil,65,
2556,CTG-1324,Cisplatin,65,
2557,CTG-1324,Doxorubicin,65,
2558,CTG-1324,Nab-paclitaxel,65,
2559,CTG-1324,Carboplatin,28,
2560,CTG-1324,Docetaxel,28,
2561,CTG-1324,Cetuximab,-111,
2562,CTG-1324,Cetuximab,46,
2563,CTG-1324,Cisplatin,56,
2564,CTG-1324,Nab-paclitaxel,56,
2565,CTG-1324,Cyclophosphamide,38,
2566,CTG-1324,Celecoxib,75,
2567,CTG-1324,Cyclophosphamide,75,
2568,CTG-1324,Celecoxib,81,
2569,CTG-1324,Cyclophosphamide,81,
2570,CTG-1324,Irinotecan,81,
2571,CTG-1324,Celecoxib,59,
2572,CTG-1324,Cyclophosphamide,59,
2573,CTG-1324,Liposomal doxorubicin,59,
2574,CTG-1324,Decitabine,41,
2575,CTG-1324,Sunitinib,41,
2576,CTG-1324,Doxorubicin,77,
2577,CTG-1324,Celecoxib,140,
2578,CTG-1324,Cyclophosphamide,140,
2579,CTG-1324,Doxorubicin,140,
2580,CTG-1324,Irinotecan,140,
2581,CTG-1324,Etoposide,69,
2582,CTG-1324,Gemcitabine,27,
2583,CTG-1324,Irinotecan,61,
2584,CTG-1324,Liposomal doxorubicin,40,
2585,CTG-1324,Liposomal doxorubicin,73,
2586,CTG-1324,Liposomal doxorubicin,89,
2587,CTG-1324,Liposomal doxorubicin,90,
2588,CTG-1324,Liposomal doxorubicin,91,
2589,CTG-1324,Liposomal doxorubicin,92,
2590,CTG-1324,Liposomal doxorubicin,94,
2591,CTG-1324,Liposomal doxorubicin,112,
2592,CTG-1324,Irinotecan,104,
2593,CTG-1324,Liposomal doxorubicin,104,
2594,CTG-1324,Mitoxantrone,44,
2595,CTG-1324,Mitoxantrone,56,
2596,CTG-1324,Paclitaxel,69,
2597,CTG-1324,Temozolomide,44,
2598,CTG-1324,Topotecan,77,
2599,CTG-1324,Vinorelbine,43,
2600,CTG-1329,Carboplatin,47,NSCLC
2601,CTG-1329,Carboplatin,71,NSCLC
2602,CTG-1329,Paclitaxel,47,NSCLC
2603,CTG-1329,Paclitaxel,71,NSCLC
2604,CTG-1331,5-Fluorouracil,47,Pancreatic
2605,CTG-1331,Irinotecan,47,Pancreatic
2606,CTG-1331,Oxaliplatin,47,Pancreatic
2607,CTG-1331,Erlotinib,82,Pancreatic
2608,CTG-1331,Gemcitabine,82,Pancreatic
2609,CTG-1331,Mitomycin C,29,Pancreatic
2610,CTG-1331,Mitomycin C,34,Pancreatic
2611,CTG-1333,Doxorubicin,-10,Sarcoma
2612,CTG-1333,Eribulin,94,Sarcoma
2613,CTG-1333,Everolimus,103,Sarcoma
2614,CTG-1333,Docetaxel,123,Sarcoma
2615,CTG-1333,Gemcitabine,123,Sarcoma
2616,CTG-1333,Trabectedin,-83,Sarcoma
2617,CTG-1333,Trabectedin,38,Sarcoma
2618,CTG-1334,5-Fluorouracil,83,Colorectal
2619,CTG-1334,Irinotecan,83,Colorectal
2620,CTG-1334,Gemcitabine,65,Colorectal
2621,CTG-1334,Oxaliplatin,65,Colorectal
2622,CTG-1339,Bevacizumab,57,Sarcoma
2623,CTG-1339,Bevacizumab,78,Sarcoma
2624,CTG-1339,Cisplatin,57,Sarcoma
2625,CTG-1339,Cisplatin,78,Sarcoma
2626,CTG-1339,Doxorubicin,57,Sarcoma
2627,CTG-1339,Doxorubicin,78,Sarcoma
2628,CTG-1339,Docetaxel,76,Sarcoma
2629,CTG-1339,Gemcitabine,76,Sarcoma
2630,CTG-1339,Etoposide,33,Sarcoma
2631,CTG-1339,Ifosfamide,33,Sarcoma
2632,CTG-1339,Pazopanib,42,Sarcoma
2633,CTG-1340,Carboplatin,154,Breast
2634,CTG-1340,Carboplatin,-27,Breast
2635,CTG-1340,Paclitaxel,-27,Breast
2636,CTG-1340,Eribulin,174,Breast
2637,CTG-1340,Paclitaxel,24,Breast
2638,CTG-1340,Paclitaxel,99,Breast
2639,CTG-1341,Dasatinib,17,Sarcoma
2640,CTG-1341,Imatinib,9,Sarcoma
2641,CTG-1341,Nilotinib,14,Sarcoma
2642,CTG-1341,Sorafenib,-7,Sarcoma
2643,CTG-1342,Carboplatin,55,NSCLC
2644,CTG-1342,Paclitaxel,55,NSCLC
2645,CTG-1342,Bevacizumab,234,NSCLC
2646,CTG-1342,Nab-paclitaxel,234,NSCLC
2647,CTG-1347,Cetuximab,100,Pancreatic
2648,CTG-1347,Irinotecan,100,Pancreatic
2649,CTG-1347,Paclitaxel,87,Pancreatic
2650,CTG-1350,Carboplatin,191,Breast
2651,CTG-1350,Paclitaxel,191,Breast
2652,CTG-1365,Trastuzumab emtansine,92,Breast
2653,CTG-1395,Carboplatin,71,Ovarian
2654,CTG-1395,Paclitaxel,71,Ovarian
2655,CTG-1395,Liposomal doxorubicin,-40,Ovarian
2656,CTG-1407,Gemcitabine,48,Colorectal
2657,CTG-1407,Irinotecan,66,Colorectal
2658,CTG-1407,Irinotecan,79,Colorectal
2659,CTG-1407,Paclitaxel,26,Colorectal
2660,CTG-1408,Carboplatin,68,Breast
2661,CTG-1408,Carboplatin,171,Breast
2662,CTG-1408,Paclitaxel,68,Breast
2663,CTG-1408,Paclitaxel,171,Breast
2664,CTG-1408,Eribulin,182,Breast
2665,CTG-1408,Liposomal doxorubicin,98,Breast
2666,CTG-1414,Sunitinib,20,
2667,CTG-1423,Carboplatin,20,Ovarian
2668,CTG-1423,Carboplatin,51,Ovarian
2669,CTG-1423,Docetaxel,51,Ovarian
2670,CTG-1423,Carboplatin,65,Ovarian
2671,CTG-1423,Paclitaxel,65,Ovarian
2672,CTG-1423,Cyclophosphamide,-7,Ovarian
2673,CTG-1423,Liposomal doxorubicin,26,Ovarian
2674,CTG-1423,Olaparib,1,Ovarian
2675,CTG-1423,Olaparib,9,Ovarian
2676,CTG-1423,Olaparib,20,Ovarian
2677,CTG-1423,Olaparib,68,Ovarian
2678,CTG-1423,Paclitaxel,155,Ovarian
2679,CTG-1427,Carboplatin,110,
2680,CTG-1427,Paclitaxel,110,
2681,CTG-1427,Etoposide,13,
2682,CTG-1427,Etoposide,47,
2683,CTG-1427,Gemcitabine,101,
2684,CTG-1427,Vinorelbine,101,
2685,CTG-1427,Ixabepilone,20,
2686,CTG-1427,Liposomal doxorubicin,52,
2687,CTG-1427,Topotecan,-48,
2688,CTG-1427,Topotecan,66,
2689,CTG-1433,Carboplatin,14,Ovarian
2690,CTG-1433,Carboplatin,-21,Ovarian
2691,CTG-1433,Carboplatin,53,Ovarian
2692,CTG-1433,Paclitaxel,-21,Ovarian
2693,CTG-1433,Paclitaxel,53,Ovarian
2694,CTG-1433,Doxorubicin,74,Ovarian
2695,CTG-1433,Gemcitabine,85,Ovarian
2696,CTG-1433,Nab-paclitaxel,85,Ovarian
2697,CTG-1433,Liposomal doxorubicin,17,Ovarian
2698,CTG-1437,5-Fluorouracil,22,Myoepithelioma
2699,CTG-1437,Carboplatin,102,Myoepithelioma
2700,CTG-1437,Paclitaxel,102,Myoepithelioma
2701,CTG-1437,Mitomycin C,120,Myoepithelioma
2702,CTG-1437,Sunitinib,87,Myoepithelioma
2703,CTG-1438,Carboplatin,41,Germ cell
2704,CTG-1438,Paclitaxel,41,Germ cell
2705,CTG-1438,Doxorubicin,95,Germ cell
2706,CTG-1438,Temozolomide,17,Germ cell
2707,CTG-1438,Temsirolimus,76,Germ cell
2708,CTG-1438,Temsirolimus,82,Germ cell
2709,CTG-1441,Carboplatin,86,NSCLC
2710,CTG-1441,Carboplatin,99,NSCLC
2711,CTG-1441,Paclitaxel,86,NSCLC
2712,CTG-1441,Paclitaxel,99,NSCLC
2713,CTG-1442,Cetuximab,15,
2714,CTG-1442,Everolimus,85,
2715,CTG-1442,Sorafenib,53,
2716,CTG-1442,Vinorelbine,70,
2717,CTG-1443,5-Fluorouracil,68,Head and neck
2718,CTG-1443,Oxaliplatin,68,Head and neck
2719,CTG-1443,Capecitabine,75,Head and neck
2720,CTG-1443,Docetaxel,75,Head and neck
2721,CTG-1443,Irinotecan,32,Head and neck
2722,CTG-1443,Cisplatin,96,Head and neck
2723,CTG-1443,Mitomycin C,96,Head and neck
2724,CTG-1443,Oxaliplatin,67,Head and neck
2725,CTG-1443,Pemetrexed,67,Head and neck
2726,CTG-1443,Everolimus,104,Head and neck
2727,CTG-1443,Sorafenib,104,Head and neck
2728,CTG-1443,Temsirolimus,166,Head and neck
2729,CTG-1443,Topotecan,166,Head and neck
2730,CTG-1443,Bortezomib,96,Head and neck
2731,CTG-1443,Temsirolimus,96,Head and neck
2732,CTG-1443,Topotecan,96,Head and neck
2733,CTG-1443,Bortezomib,51,Head and neck
2734,CTG-1443,Vorinostat,51,Head and neck
2735,CTG-1448,Carboplatin,88,Ovarian
2736,CTG-1448,Paclitaxel,88,Ovarian
2737,CTG-1448,Liposomal doxorubicin,72,Ovarian
2738,CTG-1450,Eribulin,53,Sarcoma
2739,CTG-1450,Temozolomide,19,Sarcoma
2740,CTG-1457,Carboplatin,27,Sarcoma
2741,CTG-1457,Methotrexate,-24,Sarcoma
2742,CTG-1458,Cyclophosphamide,27,Sarcoma
2743,CTG-1458,Docetaxel,102,Sarcoma
2744,CTG-1458,Gemcitabine,102,Sarcoma
2745,CTG-1458,Pazopanib,53,Sarcoma
2746,CTG-1458,Pazopanib,111,Sarcoma
2747,CTG-1458,Trabectedin,-10,Sarcoma
2748,CTG-1462,5-Fluorouracil,97,
2749,CTG-1462,Irinotecan,97,
2750,CTG-1462,5-Fluorouracil,109,
2751,CTG-1462,Irinotecan,109,
2752,CTG-1462,Oxaliplatin,109,
2753,CTG-1462,Gemcitabine,41,
2754,CTG-1462,Gemcitabine,60,
2755,CTG-1462,Gemcitabine,74,
2756,CTG-1462,Gemcitabine,57,
2757,CTG-1462,Gemcitabine,89,
